player_id,rank,division,tier
IN9dHyQGpdHm4JHRoojuYtgmBWQesIY7kPorS7DoHSN3N4hwHe8oXPZnZiLlmbhE3div5TwarN-EwQ,IRON IV,IV,IRON
MGBFkhIkVVPEIDP4XpqBCwFIYQtRf1eFwjMMW5BKBAcpZP3b16g1KQqwD81ORjeSev-BxJynRhHwRQ,IRON IV,IV,IRON
ZEmMTywM3JAM7bwzLzZMZp57d967YORQQPmoepOd8oXTDTdcm9_aZEN1geLVWCKabsBtaq906Hx1Xg,IRON IV,IV,IRON
lJp9HMrpOlX7GWigKq1qWu1POaKc02xFLyfKi4tcSboJekSn4YTsvV7vtyo-5P2NPwyskFRlA5f3iA,IRON IV,IV,IRON
q4ocuHBS1VrTTi7GxqS0FLpBEJnmMz0CEh3g-fazfWdZX376DB0kAbK_BgepbEtllNU6bqrSxfX6zA,IRON IV,IV,IRON
EuwEQaY1ssRoQakUyM9_2VXPQZtkxHH-pf9OB6FParUujSrAmAGFyYowkkXN-CdaJVJ0ZzVXrPBG2g,IRON IV,IV,IRON
wvwVW4k0Xf1P7SUN5k_MBfQPIL52lJ4mVMp4SxRw7SsF9AfOSMAG-mSpWLyHMlN5CIL_zWtFU7M9nA,IRON IV,IV,IRON
YMNm_lhpXaAnRMM493T5vNqZ6B_QRofsGfqH4OajzRsOACXx9JFI3Sa6KNVL8KgGvKW2VIyMDlXCeA,IRON IV,IV,IRON
Z52fuVmrCzlZ2jgzRrW2AqvzS_ZNVrTPcMjjIvT2DBi_bjIM3y5SK2RlYgUJp3-c3Z6maHbdc7OVgA,IRON IV,IV,IRON
Q7tqhe8pnepvF3qrUBb7PB8Kz0phOUDJrpGQ85WB8QXKKYIwrJuaU-d5c3BrWVmbS7-BmKIskO8X7g,IRON IV,IV,IRON
UyFK99e899cT6AYVMAmi1h5opYBkkgxgTTKQIa026zmTDpbG6IR_RFgiO64ZZ8MAh7kaDH0dhCpS_A,IRON IV,IV,IRON
yuruMMToI3kIIB0PRHFWeoVCjAUNqx49fj26pCYebLSeb_tN_jP3KDCk2HQ7fBkoWbsS0bdEYfAtyg,IRON IV,IV,IRON
ek8VtxDhK-ITd3NNNRLbk6CpdB2yR1zR0zw2WMuKZGoS4rzVeDg8pFm3LiST2r98DaofJ9bxvPvSgQ,IRON IV,IV,IRON
lJp9HMrpOlX7GWigKq1qWu1POaKc02xFLyfKi4tcSboJekSn4YTsvV7vtyo-5P2NPwyskFRlA5f3iA,IRON IV,IV,IRON
