player_id,rank,division,tier
fSt_XTqxgACmde94U_SqfGoGPNStQ6kLSwT4PHXATnd5cfNmg0GtT-kaQ6sWkEDOtu02h6S2_QmtVw,IRON I,I,IRON
Rx_pRqcrlXjth1PbAzWMaUVGe3cpGsNih_66_OWrUeu3f6bcPkUy8l7MaFiuQnP06qepjugjNZhZZQ,IRON I,I,IRON
DirdFVlg6FmefHA9JG3PSPiT6vSK-M7_CAVCICmS-ScXgUWq3IuAsxBls4YPfL80TXrTYrImjSm-1A,IRON I,I,IRON
ojKhbTMO--x1aC6jajPeVD__NpX5iDTYaOryn4XXkbfAHBJuKFCN6Y2z8trySzasHnOBDP_-AfsCpQ,IRON I,I,IRON
jJe41xy4mqd4jZT2ZveBlt4N8p4JjPn3BpfeK5pXzH0NXL2ZKOWl_vpC0_mCedr6rR3bSxqeg4OJyQ,IRON I,I,IRON
MSGTmsTqnr_D1eSQhTzI-mLwtCqknha0LaKcGn9DSyBNdUwJ7Nq2cCJ4Mr1hIz1EJ4IrudclUwZ50g,IRON I,I,IRON
Cw8zy7dWgTvNieBFll0HebhLbO4hL3fubf4hqa-Sk8zlpPN8a_68HAhK6TKpQMw0wgOLK1mFlroSeQ,IRON I,I,IRON
nRVJYpaCcfWBWsEJF_odUFnbXf7lFeDdRxAApsjt_Ho9SjEL9BajFh9kvQ4kDNWVGBSAZvCJcLJTnw,IRON I,I,IRON
ioD7idmtqHuyXoT7rF5RQM3jfgEXHCELmyP-hC86IoOVuP6XANrC7ZKW5EB7fYlpuueQWkE-DoLOxw,IRON I,I,IRON
PYVbPkaNwpScDLZT8tlP_2mek4fUj4nRuYmwIUk5zMXFG6M9_nbKO9STbxpAmKSgD0iHIzIPDZYGxA,IRON I,I,IRON
L8hGQ0prFDQQa3g5FVsU2AHFoyr6iv-IMHYGD6ItOkn4zFBy8dQoaacnu39jASE2tQRvLLwVjqPBFg,IRON I,I,IRON
HyKzbiKkxLj-2xLmbzL-8oZq2WDMFlljUZtFSPhC5h9zXe5LDMLX-2KGpuNf0pDJKnO_lB4-I7C1zg,IRON I,I,IRON
2-2QvG922gb8yUGhzMdVl7PvLMTVKkmzC3tDh7GAK5rgku5h_T--g6_efI3UBKER0f3ccquQ2pn-IA,IRON I,I,IRON
roJMCbqgQPAQKJNG3cgK9xrE2BGxF7s3wJzfjBda4dTEQSAqUtZ1j3T18pnWkzFokwWrD7E0mZDnAA,IRON I,I,IRON
yLvv1WaciS5Q0JDXqqr0y9FmWfA5JSXhzBV8m3m4mkFH8Zs9DdWc1_iPcOF5tOhJEmQKjlASVYY6UA,IRON I,I,IRON
a5B09dnJw3q6F5qNBFgbF5KS6y1H-A6JT4PDo26uWhRuw0fOgp2Sng_iCKyzZTFiYvlTkLLg-v4n-w,IRON I,I,IRON
49HnGVW4oUpZF1TBKgN7JOufF4Tf9N_seVzFWKc6ZOonPhR5vVbu-oywYGvfMmA6gdul2BMOh3qqWA,IRON I,I,IRON
_22T2wbHa119u3Jl36w6XnoxggpFYPrs-7CN84BRxZ_4MOzaVlUECTnmDX7x3xs1vqrE-BkDnepGig,IRON I,I,IRON
ioD7idmtqHuyXoT7rF5RQM3jfgEXHCELmyP-hC86IoOVuP6XANrC7ZKW5EB7fYlpuueQWkE-DoLOxw,IRON I,I,IRON
IcFEtvFv34SwD9gghphsi-5Vcv-qkw_cI22wa1rR04sKMbyLO0ut4-auFmzNCOd3avBtHZn6F7T0YQ,IRON I,I,IRON
li4tWku4G-BqDIVdlmnytrzuJN7rTwIAbu8n5GWGLw3VhRWxVjPqTDmyDsJT7xDmy6HGrE-U8S4Zhg,IRON I,I,IRON
G5NCFym89gIgl3VpZr0eEJ8szX3Bb55VHoXDu1dl3IYoF8qLl4a1w0TaI7Gso646dUxaIMSnFkOdqw,IRON I,I,IRON
BngPxv-Z_XiokRu6ysD8o1agUP5H5t6esIdJTMwz4ZrZZynPRZdiMXhMUixHvwysYvjIfxD-HuYP2A,IRON I,I,IRON
hIPpqhShqFDtfUpKqad8KReeXvsmugNhrcG-E08D3p5rzMzCpAXVXA9glZCO_lWKUXsqnqkne3HoUw,IRON I,I,IRON
RXMTNVuxeoyEQEyvkwbchfAs88zArgLmmY2w9I-vhTCZjCXRQzqkFSFb0mZWaXoy7dedVdMNomtE1w,IRON I,I,IRON
